,times,directors_c1,directors_c2,directors_c3,genres_c1,genres_c2,genres_c3,Success
0,0.4545454545454546,-0.011227710892772537,0.0033886704685863666,0.004986280439139746,1.3915973831844244,-0.2668477869997301,-0.37019703897253814,1
1,0.4793388429752068,0.9912976426962802,0.0028469883838329784,-0.002318387512491545,0.8370706367325613,-0.17264221220491896,-0.11838618632333912,1
2,0.42148760330578516,-0.014711324547347344,-0.06665169291338209,0.010580768824787505,-0.06623503382093585,-0.2865573211905446,1.0897520336381579,0
3,0.347107438016529,-0.007396303649248268,-0.0008407049253567754,0.0010155099733666524,-0.026570125021388943,1.0628165979063477,0.33260878913804,0
4,0.47107438016528924,-0.010489863650192994,-0.0047045932889460225,0.0023572497647002953,1.0903895530015053,-0.0656125353056225,-0.33362266729205253,0
5,0.30578512396694224,-0.007396210988061584,-0.0008432752319785964,0.0010091028649267665,1.090389553001505,-0.0656125353056225,-0.3336226672920516,0
6,0.5123966942148761,-0.008683783936448503,-0.001018032865085975,0.0014063112713703912,-0.5060789795214626,0.4797483169181449,-0.29656574981047457,1
7,0.6198347107438018,-0.007396355887190468,-0.0008417266649783443,0.001014654395698682,0.8949219039847223,-0.15525537007596976,-0.36414180175377264,0
8,0.41322314049586784,-0.008683780711570891,-0.00100641246570184,0.0015500850633002714,-0.2722622269360761,0.057807549860286044,-0.7852681343764344,0
9,0.553719008264463,-0.028955359140732263,-0.5657924014386438,-0.4374404781780522,0.8067641483082427,0.1802501434010338,-0.4860870684430383,1
10,0.5041322314049588,-0.007396564754750997,-0.0008408050598731227,0.0010152589291997098,-0.7342033717292293,-0.35560540722042255,-0.4627184278154069,0
11,0.553719008264463,-0.008658155775911133,-0.0012277699787992553,0.0010322209122991253,1.3915973831844213,-0.2668477869997256,-0.3701970389725256,1
12,0.33884297520661166,-0.008673626499271028,-0.0008464637114225078,0.001439141361426534,0.4566585124447051,1.059017288234414,-0.04536535287896232,0
13,0.3553719008264463,-0.00739626171198092,-0.000841345929011776,0.0010113467920787676,-0.16464814690826146,0.29767327860264575,-0.17556420211346674,0
14,0.17355371900826455,-0.007396751916521511,-0.000839415569178258,0.0010099756623695518,0.4566585124447051,1.059017288234414,-0.0453653528789623,0
15,0.6033057851239669,-0.008689681201600035,-0.0011070275258245228,0.0009935406582353126,-0.7342033717292293,-0.35560540722042255,-0.4627184278154069,0
16,0.47107438016528924,-0.010403347557704275,-0.0011466415497660015,0.004888571630901796,0.4703555749598945,-0.46824210095004126,0.7382926814183968,0
17,0.4297520661157026,-0.007396280694211871,-0.0008413610510721601,0.0010131010639900509,-0.6968382607890633,-0.31289975561821975,-0.4208969769824948,0
18,0.41322314049586784,-0.01821659877598845,-0.03500513967013461,-0.12734528439790807,-0.2376131225775628,-0.5628639832053435,-0.2235212273283043,1
19,0.44628099173553726,-0.007396472043641156,-0.000841839590623777,0.0010112259135153809,-0.09889393198143337,-0.4695451310328477,-0.16970796258420226,0
20,0.5867768595041323,-0.007396360228989136,-0.0008409327510135706,0.0010136490635066064,-0.5992166051191625,-0.2330945267825307,-0.26141494106983404,0
21,0.2148760330578513,-0.0073967053228591595,-0.0008418793493115229,0.0010108437903012545,0.4566585124447051,1.059017288234414,-0.0453653528789623,0
22,0.44628099173553726,-0.009955877895817327,-0.0030247420074446143,-0.0075669042330182715,1.1861730738641565,-0.19816309284655986,-0.21700136441523796,0
23,0.28099173553719015,-0.007396280466409731,-0.0008424364055642001,0.0010116447775136907,-0.11829612197802705,0.8423017573315057,0.40357343905466564,0
24,0.4049586776859505,-0.0073961681069963855,-0.0008413136314813958,0.0010132201659871865,0.4291151292607268,-0.38750123451097507,-0.735417541233009,0
25,0.3719008264462811,-0.0073964464553185,-0.0008402220672794838,0.001013784727674272,-0.11829612197802705,0.8423017573315057,0.40357343905466564,0
26,0.41322314049586784,-0.0073963942658982285,-0.0008414274821129378,0.0010145519998702606,-0.6101492608976617,-0.5477158087625694,0.2559147718027365,0
27,0.6446280991735538,-0.009899899544304263,0.0009033594424112928,0.0071260896744551605,1.3915973831844213,-0.2668477869997256,-0.3701970389725256,1
28,0.347107438016529,-0.0073964648976804995,-0.0008427316182256574,0.0010111358848665535,1.115459921722127,0.6192103554498957,-0.2236248356657969,1
29,0.33884297520661166,-0.022688291585383723,0.7669688010740692,-0.5351269391659395,0.6554035416307586,-0.32722637627495504,0.5117008564152186,0
30,0.6694214876033058,-0.008706783688078921,-0.0007955847133181506,0.0012512940497933832,1.3915973831844213,-0.2668477869997256,-0.3701970389725256,1
31,0.8512396694214877,-0.008541573174476243,-0.004499324091228108,0.013673656482555911,0.3110925473268642,-0.34632149481225427,-0.8525749485881865,1
32,0.4049586776859505,-0.00870171515977076,-0.0007619446917139116,0.0011003975503471452,1.2958138623217696,-0.13429722945878883,-0.48681834184933875,1
33,0.5454545454545454,-0.010494006729350492,-0.028668128937676292,0.06408817747799407,0.9936482235262182,-0.07356015753093828,-0.2115364418275661,0
34,0.1900826446280992,-0.0073963284141674145,-0.0008413089484308006,0.001013516128923798,0.4566585124447051,1.059017288234414,-0.0453653528789623,0
35,0.3719008264462811,-0.007396406760848571,-0.0008428875274022204,0.0010148464305269516,-0.5992166051191625,-0.2330945267825307,-0.26141494106983404,0
36,0.4049586776859505,-0.01073302584764405,-0.001291993490812547,0.0028310495243654967,-0.7342033717292293,-0.35560540722042255,-0.4627184278154069,0
37,0.2727272727272728,-0.0073963642070190745,-0.000842272809362384,0.0010105822803775813,-0.5992166051191625,-0.2330945267825307,-0.26141494106983404,0
38,0.578512396694215,-0.008695492117275144,-0.00106712227401655,0.000972854693581505,1.0903895530015053,-0.065612535305623,-0.3336226672920509,0
39,0.5454545454545454,-0.007396281226372534,-0.0008416374497964953,0.0010152734880961574,-0.6101492608976617,-0.5477158087625694,0.2559147718027365,0
40,0.4628099173553719,-0.025830067833261156,0.009533389645987359,-0.09016086989616742,1.1861730738641565,-0.19816309284655986,-0.21700136441523796,0
41,0.578512396694215,-0.013802814483323595,0.009621095252482288,0.06513078388493533,1.2958138623217696,-0.13429722945878883,-0.48681834184933875,1
42,0.20661157024793397,-0.007396672842396321,-0.0008399750986329704,0.0010123369020957336,1.0903895530015053,-0.065612535305623,-0.3336226672920509,0
43,0.4297520661157026,-0.0073964879919340585,-0.0008406120151333402,0.001013265522958112,-0.6817245523719228,0.5302506640608114,-0.12718433633723086,0
44,0.2892561983471075,-0.007396234533879398,-0.0008426690892512455,0.0010129887281489856,0.4008364805393283,-0.6659617014568815,0.9256865240084603,0
45,0.7107438016528926,-0.008541573174476243,-0.004499324091228108,0.013673656482555911,0.05376501524419654,-0.7320762069007025,-0.27559663881329394,1
46,0.7851239669421488,-0.007008238395033932,-0.11290193594256982,-0.022696122423623597,-0.1253263871431005,-0.19762950065501192,-0.7288591262896852,0
47,0.18181818181818188,-0.00868126615078746,-0.00094516543537671,0.0009341131146794902,-0.13575412824150196,-0.48427692169738795,1.277145876228215,0
